target_id, strand, e_value, length
ENST00000465429.1,-,7.1e-09,1454
ENST00000494285.1,-,7.1e-09,1454
ENST00000495902.1,-,7.1e-09,1454
ENST00000441174.7,+,7.2e-09,4004
ENST00000373027.5,+,7.2e-09,3905
ENST00000271732.7,-,7.2e-09,2999
ENST00000378565.9,-,7.4e-09,10137
ENST00000361288.8,-,7.5e-09,1580
ENST00000285737.8,+,7.6e-09,8199
ENST00000309246.9,+,7.7e-09,1008
ENST00000601644.1,-,7.8e-09,338
ENST00000483386.5,+,7.8e-09,3036
ENST00000584798.1,+,8.1e-09,1440
ENST00000470964.1,+,8.4e-09,782
ENST00000369046.8,-,8.4e-09,4106
ENST00000415933.5,-,8.4e-09,863
ENST00000618282.4,-,8.8e-09,2788
ENST00000193322.7,+,8.9e-09,4467
ENST00000484304.1,-,8.9e-09,545
ENST00000592342.5,-,8.9e-09,636
ENST00000556963.5,+,9e-09,787
ENST00000327470.5,-,9e-09,2952
ENST00000552742.5,-,9e-09,571
ENST00000377269.3,+,9.6e-09,2497
ENST00000422968.2,-,9.6e-09,2004
ENST00000366910.9,-,9.8e-09,7439
ENST00000472024.2,-,9.9e-09,836
ENST00000580158.1,-,9.9e-09,603
ENST00000422514.6,+,1e-08,1562
ENST00000530705.5,+,1e-08,4735
ENST00000481736.5,+,1e-08,1801
ENST00000301019.8,-,1.1e-08,3240
ENST00000523111.6,+,1.1e-08,4373
ENST00000559329.5,-,1.1e-08,1917
ENST00000264914.9,-,1.1e-08,5329
ENST00000376810.5,+,1.1e-08,3646
ENST00000634067.1,-,1.1e-08,1006
ENST00000586021.5,-,1.2e-08,583
ENST00000361479.9,+,1.2e-08,4235
ENST00000581399.5,+,1.2e-08,2249
ENST00000617847.4,-,1.2e-08,1649
ENST00000484775.1,-,1.2e-08,1008
ENST00000467558.5,+,1.2e-08,4440
ENST00000610432.4,-,1.3e-08,4019
ENST00000430976.5,+,1.3e-08,4154
ENST00000466361.1,+,1.3e-08,538
ENST00000431849.3,+,1.3e-08,1954
ENST00000596799.1,+,1.4e-08,1601
ENST00000254286.8,-,1.4e-08,2419
ENST00000465514.1,-,1.4e-08,660
ENST00000469750.5,+,1.5e-08,5226
ENST00000588094.1,-,1.5e-08,631
ENST00000262460.4,+,1.5e-08,3249
ENST00000466168.1,-,1.5e-08,473
ENST00000505992.1,-,1.6e-08,898
ENST00000611387.1,-,1.6e-08,279
ENST00000608420.1,-,1.6e-08,438
ENST00000582114.5,-,1.7e-08,647
ENST00000373335.4,-,1.7e-08,605
ENST00000479870.5,+,1.8e-08,5733
ENST00000301019.8,+,1.8e-08,3240
ENST00000344956.8,-,1.9e-08,3166
ENST00000378595.7,+,1.9e-08,3348
ENST00000513356.1,+,2e-08,797
ENST00000425690.7,-,2e-08,3325
ENST00000526688.1,+,2e-08,570
ENST00000461277.2,+,2e-08,3857
ENST00000593262.1,-,2e-08,1872
ENST00000608497.1,-,2e-08,576
ENST00000498238.1,+,2e-08,2941
ENST00000462490.5,-,2.1e-08,3188
ENST00000460032.1,+,2.1e-08,453
ENST00000261503.9,+,2.1e-08,3948
ENST00000592434.5,-,2.1e-08,3415
ENST00000244763.8,-,2.2e-08,9669
ENST00000556029.5,+,2.3e-08,4242
ENST00000216044.9,-,2.3e-08,5126
ENST00000632966.1,+,2.4e-08,1414
ENST00000562442.5,+,2.4e-08,1414
ENST00000582384.1,-,2.4e-08,1075
ENST00000594038.5,-,2.4e-08,503
ENST00000409727.5,+,2.5e-08,1851
ENST00000330137.11,-,2.5e-08,2798
ENST00000546559.1,-,2.6e-08,471
ENST00000585090.1,+,2.6e-08,614
ENST00000305135.9,+,2.6e-08,6506
ENST00000598597.6,+,2.7e-08,3071
ENST00000577089.1,-,2.7e-08,566
ENST00000537236.2,+,2.7e-08,1342
ENST00000481830.5,-,2.7e-08,409
ENST00000370978.8,-,2.7e-08,4634
ENST00000294753.8,+,2.8e-08,5336
ENST00000637089.1,-,2.8e-08,2133
ENST00000327435.10,+,2.8e-08,2391
ENST00000509084.1,-,2.9e-08,483
ENST00000489283.5,-,3e-08,926
ENST00000334342.5,-,3e-08,2380
ENST00000443120.5,+,3e-08,4965
ENST00000425253.1,+,3.1e-08,490
ENST00000320776.4,-,3.2e-08,1617
ENST00000269701.6,+,3.2e-08,3670
ENST00000592540.5,+,3.2e-08,2315
ENST00000311528.9,+,3.2e-08,4498
ENST00000469615.1,-,3.3e-08,778
ENST00000573406.1,+,3.3e-08,767
ENST00000550597.1,-,3.3e-08,768
ENST00000588552.5,-,3.3e-08,5443
ENST00000542939.1,+,3.4e-08,708
ENST00000505337.5,-,3.5e-08,1719
ENST00000464979.1,-,3.5e-08,529
ENST00000249647.7,-,3.5e-08,2687
ENST00000358502.9,-,3.7e-08,2551
ENST00000256649.8,-,3.7e-08,3515
ENST00000462683.5,-,3.8e-08,6741
ENST00000543594.5,+,3.8e-08,611
ENST00000645323.1,-,4e-08,2110
ENST00000595091.6,+,4.2e-08,4413
ENST00000463943.1,-,4.4e-08,1498
ENST00000391876.5,-,4.4e-08,1593
ENST00000620139.4,-,4.6e-08,2618
ENST00000487944.5,+,4.6e-08,717
ENST00000454407.5,+,4.6e-08,3967
ENST00000590619.1,-,4.7e-08,231
ENST00000280614.3,-,5e-08,1952
ENST00000568009.1,+,5.6e-08,482
ENST00000322748.7,-,5.7e-08,2767
ENST00000226230.7,-,5.8e-08,2568
ENST00000473395.1,+,5.8e-08,569
ENST00000486645.5,-,5.9e-08,766
ENST00000568470.5,+,6.4e-08,3391
ENST00000541180.1,+,6.4e-08,635
ENST00000396925.1,+,6.5e-08,1739
ENST00000377083.5,+,6.7e-08,5885
ENST00000570195.5,-,6.8e-08,871
ENST00000602547.1,-,7.1e-08,1105
ENST00000261875.9,+,7.1e-08,3228
ENST00000634278.1,-,7.1e-08,1966
ENST00000550344.5,-,7.2e-08,925
ENST00000589035.5,-,7.3e-08,2210
ENST00000591899.7,+,7.5e-08,1324
ENST00000650302.1,-,7.6e-08,711
ENST00000426587.5,-,7.7e-08,2130
ENST00000446553.2,+,7.8e-08,646
ENST00000359526.8,-,7.8e-08,5206
ENST00000620706.1,-,7.9e-08,654
ENST00000482352.1,+,8e-08,1049
ENST00000550419.5,-,8.1e-08,919
ENST00000296121.5,-,8.2e-08,5122
ENST00000627745.1,-,8.2e-08,5122
ENST00000648273.1,-,8.2e-08,3846
ENST00000245046.6,+,8.4e-08,2777
ENST00000374618.7,+,8.7e-08,6122
ENST00000483983.5,-,8.7e-08,757
ENST00000295491.8,-,8.9e-08,1643
ENST00000477538.1,-,9.6e-08,958
ENST00000471895.1,-,9.6e-08,769
ENST00000379847.7,+,9.6e-08,1366
ENST00000417404.2,-,9.8e-08,4742
ENST00000504235.5,-,1e-07,2059
ENST00000602402.5,-,1e-07,5591
ENST00000557380.5,+,1e-07,1742
ENST00000376770.5,-,1e-07,3320
ENST00000606162.5,-,1e-07,5859
ENST00000429383.8,-,1e-07,3156
ENST00000306875.9,-,1.1e-07,4247
ENST00000447486.5,-,1.1e-07,2246
ENST00000421140.6,-,1.1e-07,1535
ENST00000330045.11,+,1.1e-07,2496
ENST00000448693.2,-,1.1e-07,826
ENST00000300433.7,-,1.1e-07,2767
ENST00000463954.1,-,1.2e-07,1261
ENST00000301072.10,-,1.2e-07,3001
ENST00000369462.5,+,1.3e-07,2846
ENST00000473414.5,+,1.3e-07,3706
ENST00000481054.5,-,1.3e-07,3460
ENST00000457988.5,-,1.3e-07,1836
ENST00000367830.3,+,1.3e-07,727
ENST00000592481.5,-,1.3e-07,1291
ENST00000323578.12,+,1.4e-07,3374
ENST00000314138.10,+,1.4e-07,4916
ENST00000525056.1,+,1.4e-07,657
ENST00000341423.9,-,1.4e-07,5485
ENST00000304834.11,-,1.4e-07,1633
ENST00000424501.5,+,1.4e-07,926
ENST00000242257.12,+,1.4e-07,1601
ENST00000265112.7,-,1.5e-07,4314
ENST00000411529.6,+,1.6e-07,5688
ENST00000297625.7,-,1.6e-07,6398
ENST00000467199.5,+,1.7e-07,1819
ENST00000381977.3,+,1.7e-07,490
ENST00000531500.5,-,1.7e-07,1039
ENST00000643684.1,+,1.7e-07,7596
ENST00000388882.5,-,1.7e-07,541
ENST00000601232.1,-,1.7e-07,690
ENST00000637788.1,+,1.7e-07,3046
ENST00000206542.8,+,1.7e-07,2002
ENST00000260356.5,-,1.7e-07,7775
ENST00000455539.5,+,1.7e-07,1956
ENST00000479519.5,+,1.7e-07,1312
ENST00000635911.1,-,1.9e-07,3509
ENST00000597664.5,+,1.9e-07,2537
ENST00000543026.5,+,2e-07,2066
ENST00000639373.1,-,2e-07,2900
ENST00000421164.5,-,2e-07,1706
ENST00000531384.1,-,2.1e-07,575
ENST00000586409.5,+,2.2e-07,3579
ENST00000462914.3,-,2.2e-07,559
ENST00000552429.5,-,2.2e-07,560
ENST00000641049.1,-,2.2e-07,519
ENST00000447712.6,+,2.2e-07,5900
ENST00000485741.6,-,2.3e-07,1647
ENST00000535296.5,-,2.3e-07,2084
ENST00000462994.1,+,2.3e-07,1088
ENST00000377890.6,-,2.4e-07,2161
ENST00000381163.7,-,2.4e-07,3393
ENST00000438962.1,-,2.4e-07,573
ENST00000388955.8,-,2.5e-07,1789
ENST00000618655.1,+,2.5e-07,2131
ENST00000620214.1,+,2.5e-07,2020
ENST00000330636.8,+,2.5e-07,7312
ENST00000649973.1,-,2.7e-07,4062
ENST00000469717.5,+,2.8e-07,4041
ENST00000329271.7,-,2.8e-07,4089
ENST00000485436.1,-,2.8e-07,661
ENST00000366839.8,-,2.9e-07,1596
ENST00000506087.5,+,3.1e-07,2225
ENST00000544017.5,-,3.1e-07,2572
ENST00000517455.1,-,3.2e-07,607
ENST00000561196.5,+,3.2e-07,534
ENST00000498417.5,-,3.3e-07,2403
ENST00000281031.4,+,3.5e-07,2518
ENST00000507752.1,-,3.8e-07,547
ENST00000559095.1,+,3.8e-07,427
ENST00000372879.8,+,3.8e-07,514
ENST00000611932.4,-,3.8e-07,2833
ENST00000610831.4,-,3.9e-07,2841
ENST00000574989.1,-,3.9e-07,287
ENST00000274820.7,-,4.1e-07,349
ENST00000253237.9,-,4.6e-07,5571
ENST00000498289.5,-,4.7e-07,3849
ENST00000484317.5,-,4.8e-07,671
ENST00000480662.2,-,4.9e-07,2146
ENST00000395138.6,+,4.9e-07,1326
ENST00000490458.1,+,5.1e-07,972
ENST00000614136.1,-,5.2e-07,2376
ENST00000355754.6,-,5.2e-07,6127
ENST00000497557.1,-,5.2e-07,580
ENST00000527758.1,-,5.4e-07,418
ENST00000375749.7,-,5.5e-07,5235
ENST00000409368.5,+,5.6e-07,1187
ENST00000541790.3,+,5.9e-07,1534
ENST00000585624.1,+,5.9e-07,403
ENST00000554315.5,+,6.2e-07,1740
ENST00000570265.6,-,6.2e-07,1250
ENST00000641316.1,+,6.2e-07,2276
ENST00000636029.1,+,6.6e-07,740
ENST00000635751.1,+,6.6e-07,1807
ENST00000620139.4,+,7e-07,2618
ENST00000635970.1,+,7.2e-07,1958
ENST00000597348.5,-,7.3e-07,757
ENST00000553665.5,+,7.4e-07,925
ENST00000468709.5,-,7.4e-07,2402
ENST00000548830.1,-,7.4e-07,1862
ENST00000645698.1,-,7.7e-07,3307
ENST00000568693.1,-,7.7e-07,596
ENST00000513246.5,+,8.1e-07,727
ENST00000606929.1,+,8.1e-07,591
ENST00000475942.5,+,8.2e-07,992
ENST00000507485.1,-,8.6e-07,1526
ENST00000543029.1,+,8.7e-07,1459
ENST00000307366.7,+,9.1e-07,1288
ENST00000414812.5,-,9.2e-07,957
ENST00000551096.5,-,1.1e-06,530
ENST00000394456.9,+,1.1e-06,2731
ENST00000391762.5,-,1.1e-06,435
ENST00000610975.4,-,1.1e-06,435
ENST00000391876.5,+,1.1e-06,1593
ENST00000471602.6,-,1.1e-06,930
ENST00000318524.6,+,1.2e-06,3513
ENST00000318663.4,-,1.3e-06,2206
ENST00000518338.6,-,1.3e-06,551
ENST00000635970.1,-,1.4e-06,1958
ENST00000480991.1,-,1.5e-06,2860
ENST00000434214.1,-,1.6e-06,502
ENST00000453454.5,-,1.6e-06,956
ENST00000472107.5,+,1.6e-06,835
ENST00000332707.9,-,1.7e-06,6414
ENST00000472194.6,-,1.7e-06,4314
ENST00000638208.1,+,1.7e-06,2191
ENST00000527432.5,-,1.7e-06,3375
ENST00000602023.1,-,2.1e-06,590
ENST00000310380.10,+,2.1e-06,2727
ENST00000645799.1,+,2.1e-06,2653
ENST00000253462.7,-,2.3e-06,2673
ENST00000559095.1,-,2.3e-06,427
ENST00000641319.1,-,2.4e-06,2388
ENST00000378555.7,-,2.5e-06,2105
ENST00000551858.1,-,2.5e-06,2815
ENST00000607361.5,-,2.5e-06,754
ENST00000333012.5,-,2.5e-06,2762
ENST00000566556.1,+,2.6e-06,2795
ENST00000451849.1,-,2.6e-06,546
ENST00000476970.1,-,2.7e-06,1005
ENST00000462881.1,-,2.7e-06,551
ENST00000396060.6,+,2.9e-06,1582
ENST00000372745.1,-,2.9e-06,2320
ENST00000430082.6,-,2.9e-06,2246
ENST00000570001.5,+,2.9e-06,4828
ENST00000588952.5,-,3e-06,841
ENST00000427149.5,-,3e-06,706
ENST00000471772.6,-,3.1e-06,557
ENST00000367876.8,+,3.1e-06,5754
ENST00000380009.8,+,3.1e-06,3354
ENST00000611123.1,-,3.2e-06,5948
ENST00000567911.1,+,3.3e-06,599
ENST00000260129.5,-,3.4e-06,3782
ENST00000372945.7,-,3.8e-06,2634
ENST00000558796.2,+,3.9e-06,366
ENST00000571133.5,-,4e-06,5483
ENST00000309352.3,-,4.1e-06,1888
ENST00000375227.8,+,4.1e-06,1374
ENST00000647662.1,-,4.2e-06,1092
ENST00000599373.5,+,4.3e-06,772
ENST00000359204.4,-,4.3e-06,3089
ENST00000564521.6,+,5.1e-06,2534
ENST00000293350.8,-,5.2e-06,3153
ENST00000530705.5,-,5.6e-06,4735
ENST00000403422.7,-,5.6e-06,2016
ENST00000332858.10,+,5.6e-06,3198
ENST00000472285.1,+,5.7e-06,373
ENST00000528084.5,-,5.8e-06,535
ENST00000559221.1,+,6.2e-06,256
ENST00000649919.1,+,7e-06,2957
ENST00000399688.7,-,7.2e-06,3297
ENST00000264221.6,-,7.3e-06,3339
ENST00000514888.5,-,7.3e-06,3340
ENST00000642221.1,-,7.3e-06,2567
ENST00000597492.1,-,7.3e-06,1021
ENST00000284503.6,-,7.4e-06,2671
ENST00000649838.1,+,7.5e-06,3157
ENST00000648519.1,+,7.6e-06,3226
ENST00000534197.5,-,7.7e-06,420
ENST00000307961.10,+,7.7e-06,2769
ENST00000391785.7,+,8.9e-06,2634
ENST00000493247.1,+,9.1e-06,876
ENST00000419367.8,+,1e-05,1900
ENST00000590702.1,+,1e-05,876
ENST00000472528.5,-,1e-05,1055
ENST00000480265.1,+,1.1e-05,2202
ENST00000558877.1,-,1.1e-05,758
ENST00000550785.5,-,1.2e-05,5345
ENST00000641471.1,-,1.3e-05,2368
ENST00000599612.2,+,1.4e-05,1408
ENST00000512576.2,-,1.4e-05,6480
ENST00000474740.1,+,1.4e-05,264
ENST00000590669.5,+,1.7e-05,1423
ENST00000488251.1,-,1.7e-05,779
ENST00000532896.5,+,1.7e-05,1676
ENST00000545496.5,-,1.7e-05,2506
ENST00000485807.1,-,1.9e-05,3749
ENST00000430246.6,-,2e-05,4501
ENST00000287859.10,+,2e-05,3792
ENST00000550097.1,+,2.1e-05,1846
ENST00000373841.5,-,2.5e-05,2606
ENST00000243639.8,+,2.6e-05,4027
ENST00000276079.12,-,2.6e-05,2713
ENST00000548150.1,-,2.7e-05,530
ENST00000331573.7,+,3e-05,2154
ENST00000324460.6,+,3.1e-05,3908
ENST00000005260.8,+,3.2e-05,3622
ENST00000533969.1,-,3.2e-05,355
ENST00000245046.6,-,3.4e-05,2777
ENST00000366860.9,+,3.9e-05,912
ENST00000475323.5,+,4.3e-05,2862
ENST00000463966.5,-,4.4e-05,1087
ENST00000592362.5,-,4.6e-05,575
ENST00000489678.1,-,4.8e-05,3008
ENST00000239878.8,-,4.9e-05,3138
ENST00000490218.6,-,5.5e-05,807
ENST00000437736.5,+,5.6e-05,787
ENST00000640465.1,-,6e-05,4365
ENST00000315616.11,+,6.2e-05,2358
ENST00000297540.4,-,7.1e-05,4288
ENST00000470347.1,-,7.3e-05,1193
ENST00000296677.4,+,7.7e-05,2914
ENST00000307149.9,+,8e-05,2926
ENST00000395326.7,-,8e-05,3009
ENST00000532972.5,-,9e-05,839
ENST00000569239.5,+,0.0001,1833
ENST00000306085.10,-,0.0001,10952
ENST00000382247.5,-,0.00011,4548
ENST00000577901.5,+,0.00011,917
ENST00000434860.1,-,0.00011,560
ENST00000306336.5,+,0.00011,2837
ENST00000335658.6,-,0.00012,2817
ENST00000391770.8,+,0.00012,3056
ENST00000391771.1,+,0.00012,3111
ENST00000391769.2,+,0.00013,3186
ENST00000611732.4,-,0.00016,3344
ENST00000373872.8,-,0.00016,3406
ENST00000474409.1,-,0.00016,544
ENST00000373874.6,-,0.00016,3432
ENST00000515098.5,-,0.00016,4066
ENST00000454132.5,-,0.00017,2922
ENST00000573554.1,+,0.00018,606
ENST00000220325.8,+,0.00019,6416
ENST00000598362.1,+,0.0002,776
ENST00000526488.5,-,0.00022,674
ENST00000578519.5,-,0.00024,894
ENST00000610620.4,+,0.00025,4314
ENST00000340954.11,-,0.00028,3334
ENST00000370022.9,+,0.00029,1591
ENST00000346301.8,+,0.00033,2058
ENST00000573173.1,+,0.00033,709
ENST00000628391.1,-,0.00035,201
ENST00000467302.5,+,0.00037,2043
ENST00000392121.7,-,0.00038,3421
ENST00000306708.10,+,0.00039,3595
ENST00000243903.5,+,0.0004,2565
ENST00000541160.5,-,0.00042,1004
ENST00000528130.1,+,0.00042,1134
ENST00000526284.5,-,0.00042,1244
ENST00000566901.5,+,0.00043,1167
ENST00000599004.1,-,0.00043,866
ENST00000546850.1,+,0.00044,364
ENST00000468812.5,+,0.00045,2238
ENST00000595794.5,-,0.00047,941
ENST00000542098.2,-,0.00049,1681
ENST00000478945.1,+,0.0005,1383
ENST00000304874.13,+,0.00052,2143
ENST00000504170.2,-,0.00052,325
ENST00000561643.5,-,0.00053,3271
ENST00000359523.6,-,0.00055,5010
ENST00000601257.5,-,0.00069,704
ENST00000568865.2,-,0.0007,1332
ENST00000383578.7,-,0.00072,4188
ENST00000463284.2,+,0.00073,731
ENST00000338754.8,-,0.00075,5697
ENST00000358435.8,+,0.00078,778
ENST00000529482.5,-,0.00081,2337
ENST00000475328.5,+,0.00083,545
ENST00000394258.6,+,0.00089,2689
ENST00000641626.1,-,0.00099,9913
ENST00000588787.5,+,0.0011,2952
ENST00000443173.5,-,0.0012,3830
ENST00000622317.5,-,0.0014,1078
ENST00000490867.5,-,0.0014,840
ENST00000411915.1,-,0.0015,570
ENST00000475142.5,+,0.0015,819
ENST00000468285.1,+,0.0016,850
ENST00000488894.1,-,0.0017,1905
ENST00000319788.11,-,0.0017,1077
ENST00000482555.5,+,0.0017,1590
ENST00000483056.5,-,0.0017,1280
ENST00000498289.5,+,0.0018,3849
ENST00000562599.5,+,0.0019,748
ENST00000472362.1,-,0.0019,1517
ENST00000555498.5,-,0.0019,595
ENST00000586659.5,+,0.0019,5162
ENST00000545496.5,+,0.0019,2506
ENST00000333483.14,+,0.002,1556
ENST00000324460.6,-,0.0023,3908
ENST00000288050.8,+,0.0024,9255
ENST00000311575.5,-,0.0026,2545
ENST00000539061.5,-,0.0027,2722
ENST00000465998.1,-,0.0032,520
ENST00000482819.1,-,0.0037,206
ENST00000216185.6,+,0.0039,1736
ENST00000555020.5,+,0.0039,2566
ENST00000597111.5,-,0.004,552
ENST00000283006.6,-,0.0042,1389
ENST00000594741.5,-,0.0043,590
ENST00000569577.1,+,0.0046,663
ENST00000472509.5,-,0.0054,2551
ENST00000381637.3,+,0.0054,405
ENST00000610410.1,+,0.0054,405
ENST00000616986.4,+,0.006,5783
ENST00000477188.1,+,0.0061,607
ENST00000648801.1,-,0.0062,4009
ENST00000261758.5,-,0.0064,4264
ENST00000371568.7,-,0.0065,3157
ENST00000645002.1,-,0.0066,1940
ENST00000600807.1,+,0.0066,851
ENST00000479458.1,+,0.0074,594
ENST00000395308.5,-,0.0075,4134
ENST00000582736.1,+,0.0076,595
ENST00000577918.5,+,0.0081,859
ENST00000444519.5,+,0.0099,578
ENST00000436854.1,+,0.01,570
ENST00000295830.12,-,0.011,2190
ENST00000547706.1,+,0.011,420
ENST00000572003.5,-,0.011,542
ENST00000264228.8,+,0.012,4190
ENST00000598520.1,+,0.013,514
ENST00000340513.4,-,0.013,3605
ENST00000328379.5,+,0.013,1105
ENST00000361157.10,-,0.013,841
ENST00000370994.8,-,0.014,6676
ENST00000415164.5,-,0.015,548
ENST00000420995.6,+,0.016,2607
ENST00000260008.3,+,0.019,6480
ENST00000648328.1,-,0.021,1102
ENST00000221486.5,+,0.022,2753
ENST00000429544.6,+,0.022,2478
ENST00000558460.5,-,0.025,1522
ENST00000234296.6,-,0.026,4312
ENST00000467750.5,-,0.027,3163
ENST00000423516.5,-,0.027,2075
ENST00000508493.1,-,0.028,553
ENST00000621306.4,+,0.03,4138
ENST00000261167.6,-,0.035,4646
ENST00000284320.5,+,0.035,4409
ENST00000521440.5,-,0.036,746
ENST00000533979.5,+,0.041,705
ENST00000509430.5,+,0.043,3047
ENST00000296674.12,+,0.044,3437
ENST00000368865.8,+,0.045,7828
ENST00000248098.7,+,0.05,3718
